law_firm,law_firm_url,location,name,practice_area,profile_url,rank,region
"Buchalter, A Professional Corporation",www.chambers.com/law-firm/buchalter-a-professional-corporation-usa-5:101044,California,Robert J Davidson,Banking & Finance,www.chambers.com/lawyer/robert-j-davidson-usa-5:280732,Band 4,USA
"Morgan, Lewis & Bockius LLP",www.chambers.com/law-firm/morgan-lewis-bockius-llp-usa-5:3516,California,Steven L Miller,Banking & Finance,www.chambers.com/lawyer/steven-l-miller-usa-5:25611382,Band 4,USA
"Buchalter, A Professional Corporation",www.chambers.com/law-firm/buchalter-a-professional-corporation-usa-5:101044,California,William Schoenholz,Banking & Finance,www.chambers.com/lawyer/william-schoenholz-usa-5:282299,Band 4,USA
Holland & Knight LLP,www.chambers.com/law-firm/holland-knight-llp-usa-5:8471,California,Danielle Garcia,Banking & Finance,www.chambers.com/lawyer/danielle-garcia-usa-5:1530225,Band 4,USA
Morrison & Foerster LLP,www.chambers.com/law-firm/morrison-foerster-llp-usa-5:7854,California,Darío D. Avram,Banking & Finance,www.chambers.com/lawyer/dario-d-avram-usa-5:1374368,Band 4,USA
"Orrick, Herrington & Sutcliffe LLP",www.chambers.com/law-firm/orrick-herrington-sutcliffe-llp-usa-5:7290,California,Dolph Hellman,Banking & Finance,www.chambers.com/lawyer/dolph-hellman-usa-5:569507,Band 4,USA
Allen Matkins,www.chambers.com/law-firm/allen-matkins-usa-5:65245,California,Pauline M Stevens,Banking & Finance,www.chambers.com/lawyer/pauline-m-stevens-usa-5:315712,Band 4,USA
O'Melveny & Myers LLP,www.chambers.com/law-firm/omelveny-myers-llp-usa-5:3691,California,Tom Baxter,Banking & Finance,www.chambers.com/lawyer/tom-baxter-usa-5:365304,Band 4,USA
"Orrick, Herrington & Sutcliffe LLP",www.chambers.com/law-firm/orrick-herrington-sutcliffe-llp-usa-5:7290,California,Zachary S Finley,Banking & Finance,www.chambers.com/lawyer/zachary-s-finley-usa-5:487665,Band 4,USA
Kirkland & Ellis LLP,www.chambers.com/law-firm/kirkland-ellis-llp-usa-5:3636,California,Austin Glassman,Banking & Finance,www.chambers.com/lawyer/austin-glassman-usa-5:25593292,Up and Coming,USA
Kirkland & Ellis LLP,www.chambers.com/law-firm/kirkland-ellis-llp-usa-5:3636,California,Brian Ford,Banking & Finance,www.chambers.com/lawyer/brian-ford-usa-5:873807,Up and Coming,USA
Kirkland & Ellis LLP,www.chambers.com/law-firm/kirkland-ellis-llp-usa-5:3636,California,Fred N Lim,Banking & Finance,www.chambers.com/lawyer/fred-n-lim-usa-5:25422594,Up and Coming,USA
Kirkland & Ellis,www.chambers.com/law-firm/kirkland-ellis-usa-5:3636,California,Nisha Kanchanapoomi,Banking & Finance,www.chambers.com/lawyer/nisha-kanchanapoomi-usa-5:25395964,Up and Coming,USA
"Gibson, Dunn & Crutcher LLP",www.chambers.com/law-firm/gibson-dunn-crutcher-llp-usa-5:3688,California,Melissa Barshop,Banking & Finance,www.chambers.com/lawyer/melissa-barshop-usa-5:1198255,Associates to watch,USA
"KTBS Law LLP f/k/a Klee, Tuchin, Bogdanoff & Stern LLP",www.chambers.com/law-firm/ktbs-law-llp-f-k-a-klee-tuchin-bogdanoff-stern-llp-usa-5:69392,California,Kenneth N Klee,Bankruptcy/Restructuring,www.chambers.com/lawyer/kenneth-n-klee-usa-5:158791,Senior Statespeople,USA
"Orrick, Herrington & Sutcliffe LLP",www.chambers.com/law-firm/orrick-herrington-sutcliffe-llp-usa-5:7290,California,Marc A Levinson,Bankruptcy/Restructuring,www.chambers.com/lawyer/marc-a-levinson-usa-5:278638,Senior Statespeople,USA
Jones Day,www.chambers.com/law-firm/jones-day-usa-5:8429,California,Bruce S Bennett,Bankruptcy/Restructuring,www.chambers.com/lawyer/bruce-s-bennett-usa-5:159536,Band 1,USA
"Gibson, Dunn & Crutcher LLP",www.chambers.com/law-firm/gibson-dunn-crutcher-llp-usa-5:3688,California,Jeffrey Krause,Bankruptcy/Restructuring,www.chambers.com/lawyer/jeffrey-krause-usa-5:1164711,Band 1,USA
Pachulski Stang Ziehl & Jones LLP,www.chambers.com/law-firm/pachulski-stang-ziehl-jones-llp-usa-5:69463,California,Isaac M Pachulski,Bankruptcy/Restructuring,www.chambers.com/lawyer/isaac-m-pachulski-usa-5:158647,Band 1,USA
Pachulski Stang Ziehl & Jones LLP,www.chambers.com/law-firm/pachulski-stang-ziehl-jones-llp-usa-5:69463,California,Jeffrey N Pomerantz,Bankruptcy/Restructuring,www.chambers.com/lawyer/jeffrey-n-pomerantz-usa-5:158644,Band 1,USA
Milbank LLP,www.chambers.com/law-firm/milbank-llp-usa-5:3640,California,Mark Shinderman,Bankruptcy/Restructuring,www.chambers.com/lawyer/mark-shinderman-usa-5:691639,Band 1,USA
"KTBS Law LLP f/k/a Klee, Tuchin, Bogdanoff & Stern LLP",www.chambers.com/law-firm/ktbs-law-llp-f-k-a-klee-tuchin-bogdanoff-stern-llp-usa-5:69392,California,Michael L Tuchin,Bankruptcy/Restructuring,www.chambers.com/lawyer/michael-l-tuchin-usa-5:158562,Band 1,USA
Pachulski Stang Ziehl & Jones LLP,www.chambers.com/law-firm/pachulski-stang-ziehl-jones-llp-usa-5:69463,California,Richard M Pachulski,Bankruptcy/Restructuring,www.chambers.com/lawyer/richard-m-pachulski-usa-5:158645,Band 1,USA
Latham & Watkins LLP,www.chambers.com/law-firm/latham-watkins-llp-usa-5:3689,California,Jeffrey E Bjork,Bankruptcy/Restructuring,www.chambers.com/lawyer/jeffrey-e-bjork-usa-5:318585,Band 2,USA
Sidley Austin LLP,www.chambers.com/law-firm/sidley-austin-llp-usa-5:3692,California,Jennifer Hagle,Bankruptcy/Restructuring,www.chambers.com/lawyer/jennifer-hagle-usa-5:319064,Band 2,USA
Paul Hastings LLP,www.chambers.com/law-firm/paul-hastings-llp-usa-5:25003,California,Justin Rawlins,Bankruptcy/Restructuring,www.chambers.com/lawyer/justin-rawlins-usa-5:689790,Band 2,USA
Latham & Watkins LLP,www.chambers.com/law-firm/latham-watkins-llp-usa-5:3689,California,Peter Gilhuly,Bankruptcy/Restructuring,www.chambers.com/lawyer/peter-gilhuly-usa-5:158554,Band 2,USA
"Gibson, Dunn & Crutcher LLP",www.chambers.com/law-firm/gibson-dunn-crutcher-llp-usa-5:3688,California,Robert Klyman,Bankruptcy/Restructuring,www.chambers.com/lawyer/robert-klyman-usa-5:158552,Band 2,USA
"Skadden, Arps, Slate, Meagher & Flom LLP & Affiliates",www.chambers.com/law-firm/skadden-arps-slate-meagher-flom-llp-affiliates-usa-5:3656,California,Van C Durrer II,Bankruptcy/Restructuring,www.chambers.com/lawyer/van-c-durrer-ii-usa-5:281675,Band 2,USA
Pachulski Stang Ziehl & Jones LLP,www.chambers.com/law-firm/pachulski-stang-ziehl-jones-llp-usa-5:69463,California,Debra Grassgreen,Bankruptcy/Restructuring,www.chambers.com/lawyer/debra-grassgreen-usa-5:692527,Band 2,USA
"Quinn Emanuel Urquhart & Sullivan, LLP",www.chambers.com/law-firm/quinn-emanuel-urquhart-sullivan-llp-usa-5:65258,California,Eric Winston,Bankruptcy/Restructuring,www.chambers.com/lawyer/eric-winston-usa-5:523780,Band 2,USA
Pachulski Stang Ziehl & Jones LLP,www.chambers.com/law-firm/pachulski-stang-ziehl-jones-llp-usa-5:69463,California,James Stang,Bankruptcy/Restructuring,www.chambers.com/lawyer/james-stang-usa-5:1357060,Band 2,USA
Pachulski Stang Ziehl & Jones LLP,www.chambers.com/law-firm/pachulski-stang-ziehl-jones-llp-usa-5:69463,California,Jeffrey H. Davidson,Bankruptcy/Restructuring,www.chambers.com/lawyer/jeffrey-h-davidson-usa-5:278637,Band 2,USA
Steptoe & Johnson LLP,www.chambers.com/law-firm/steptoe-johnson-llp-usa-5:3661,California,Jeffrey M Reisner,Bankruptcy/Restructuring,www.chambers.com/lawyer/jeffrey-m-reisner-usa-5:158164,Band 2,USA
"Quinn Emanuel Urquhart & Sullivan, LLP",www.chambers.com/law-firm/quinn-emanuel-urquhart-sullivan-llp-usa-5:65258,California,K John Shaffer,Bankruptcy/Restructuring,www.chambers.com/lawyer/k-john-shaffer-usa-5:316249,Band 2,USA
Keller Benvenutti Kim LLP,www.chambers.com/law-firm/keller-benvenutti-kim-llp-usa-5:22811338,California,Peter J Benvenutti,Bankruptcy/Restructuring,www.chambers.com/lawyer/peter-j-benvenutti-usa-5:158792,Band 2,USA
Hogan Lovells US LLP,www.chambers.com/law-firm/hogan-lovells-us-llp-usa-5:257,California,Richard L Wynne,Bankruptcy/Restructuring,www.chambers.com/lawyer/richard-l-wynne-usa-5:159479,Band 2,USA
"Levene, Neale, Bender, Yoo & Brill LLP",www.chambers.com/law-firm/levene-neale-bender-yoo-brill-llp-usa-5:117247,California,Ron Bender,Bankruptcy/Restructuring,www.chambers.com/lawyer/ron-bender-usa-5:317377,Band 2,USA
Milbank LLP,www.chambers.com/law-firm/milbank-llp-usa-5:3640,California,Thomas R Kreller,Bankruptcy/Restructuring,www.chambers.com/lawyer/thomas-r-kreller-usa-5:142978,Band 2,USA
"Munger, Tolles & Olson LLP",www.chambers.com/law-firm/munger-tolles-olson-llp-usa-5:3535,California,Thomas Walper,Bankruptcy/Restructuring,www.chambers.com/lawyer/thomas-walper-usa-5:581267,Band 2,USA
Keller Benvenutti Kim LLP,www.chambers.com/law-firm/keller-benvenutti-kim-llp-usa-5:22811338,California,Tobias Keller,Bankruptcy/Restructuring,www.chambers.com/lawyer/tobias-keller-usa-5:1497672,Band 2,USA
Greenberg Glusker Fields Claman & Machtinger LLP,www.chambers.com/law-firm/greenberg-glusker-fields-claman-machtinger-llp-usa-5:65251,California,Brian L. Davidoff,Bankruptcy/Restructuring,www.chambers.com/lawyer/brian-l-davidoff-usa-5:1362140,Band 3,USA
Baker & Hostetler LLP,www.chambers.com/law-firm/baker-hostetler-llp-usa-5:76951,California,Cecily A Dumas,Bankruptcy/Restructuring,www.chambers.com/lawyer/cecily-a-dumas-usa-5:25377897,Band 3,USA
Katten,www.chambers.com/law-firm/katten-usa-5:3629,California,Craig A Barbarosh,Bankruptcy/Restructuring,www.chambers.com/lawyer/craig-a-barbarosh-usa-5:240612,Band 3,USA
Baker & Hostetler LLP,www.chambers.com/law-firm/baker-hostetler-llp-usa-5:76951,California,Eric E Sagerman,Bankruptcy/Restructuring,www.chambers.com/lawyer/eric-e-sagerman-usa-5:318172,Band 3,USA
Jones Day,www.chambers.com/law-firm/jones-day-usa-5:8429,California,James O Johnston,Bankruptcy/Restructuring,www.chambers.com/lawyer/james-o-johnston-usa-5:373162,Band 3,USA
"Gibson, Dunn & Crutcher LLP",www.chambers.com/law-firm/gibson-dunn-crutcher-llp-usa-5:3688,California,Oscar Garza,Bankruptcy/Restructuring,www.chambers.com/lawyer/oscar-garza-usa-5:280211,Band 3,USA
Dentons,www.chambers.com/law-firm/dentons-usa-5:111,California,Samuel Maizel,Bankruptcy/Restructuring,www.chambers.com/lawyer/samuel-maizel-usa-5:319107,Band 3,USA
Latham & Watkins LLP,www.chambers.com/law-firm/latham-watkins-llp-usa-5:3689,California,Ted Dillman,Bankruptcy/Restructuring,www.chambers.com/lawyer/ted-dillman-usa-5:1363384,Band 3,USA
Hogan Lovells US LLP,www.chambers.com/law-firm/hogan-lovells-us-llp-usa-5:257,California,Bennett L Spiegel,Bankruptcy/Restructuring,www.chambers.com/lawyer/bennett-l-spiegel-usa-5:689737,Band 3,USA
Brown White & Osborn LLP,www.chambers.com/law-firm/brown-white-osborn-llp-usa-5:23241094,California,Cynthia M Cohen,Bankruptcy/Restructuring,www.chambers.com/lawyer/cynthia-m-cohen-usa-5:284934,Band 3,USA
"Levene, Neale, Bender, Yoo & Brill LLP",www.chambers.com/law-firm/levene-neale-bender-yoo-brill-llp-usa-5:117247,California,Eve H Karasik,Bankruptcy/Restructuring,www.chambers.com/lawyer/eve-h-karasik-usa-5:870377,Band 3,USA
Paul Hastings LLP,www.chambers.com/law-firm/paul-hastings-llp-usa-5:25003,California,Frank Merola,Bankruptcy/Restructuring,www.chambers.com/lawyer/frank-merola-usa-5:281683,Band 3,USA
Milbank LLP,www.chambers.com/law-firm/milbank-llp-usa-5:3640,California,Gregory A Bray,Bankruptcy/Restructuring,www.chambers.com/lawyer/gregory-a-bray-usa-5:238658,Band 3,USA
"Sheppard, Mullin, Richter & Hampton LLP",www.chambers.com/law-firm/sheppard-mullin-richter-hampton-llp-usa-5:2839,California,Ori Katz,Bankruptcy/Restructuring,www.chambers.com/lawyer/ori-katz-usa-5:863505,Band 3,USA
Polsinelli PC,www.chambers.com/law-firm/polsinelli-pc-usa-5:65601,California,Randye Soref,Bankruptcy/Restructuring,www.chambers.com/lawyer/randye-soref-usa-5:690225,Band 3,USA
Sidley Austin LLP,www.chambers.com/law-firm/sidley-austin-llp-usa-5:3692,California,Samuel A Newman,Bankruptcy/Restructuring,www.chambers.com/lawyer/samuel-a-newman-usa-5:486880,Band 3,USA
"KTBS Law LLP f/k/a Klee, Tuchin, Bogdanoff & Stern LLP",www.chambers.com/law-firm/ktbs-law-llp-f-k-a-klee-tuchin-bogdanoff-stern-llp-usa-5:69392,California,Thomas E Patterson,Bankruptcy/Restructuring,www.chambers.com/lawyer/thomas-e-patterson-usa-5:159481,Band 3,USA
ArentFox Schiff LLP,www.chambers.com/law-firm/arentfox-schiff-llp-usa-5:3810,California,Aram Ordubegian,Bankruptcy/Restructuring,www.chambers.com/lawyer/aram-ordubegian-usa-5:1191996,Band 4,USA
"Greenberg Traurig, LLP",www.chambers.com/law-firm/greenberg-traurig-llp-usa-5:3579,California,Howard Steinberg,Bankruptcy/Restructuring,www.chambers.com/lawyer/howard-steinberg-usa-5:158150,Band 4,USA
Latham & Watkins LLP,www.chambers.com/law-firm/latham-watkins-llp-usa-5:3689,California,Kimberly Posin,Bankruptcy/Restructuring,www.chambers.com/lawyer/kimberly-posin-usa-5:690607,Band 4,USA
Perkins Coie LLP,www.chambers.com/law-firm/perkins-coie-llp-usa-5:3644,California,Sara L Chenetz,Bankruptcy/Restructuring,www.chambers.com/lawyer/sara-l-chenetz-usa-5:681782,Band 4,USA
Katten,www.chambers.com/law-firm/katten-usa-5:3629,California,William B Freeman,Bankruptcy/Restructuring,www.chambers.com/lawyer/william-b-freeman-usa-5:280829,Band 4,USA
"Levene, Neale, Bender, Yoo & Brill LLP",www.chambers.com/law-firm/levene-neale-bender-yoo-brill-llp-usa-5:117247,California,David B Golubchik,Bankruptcy/Restructuring,www.chambers.com/lawyer/david-b-golubchik-usa-5:366833,Band 4,USA
ShemanoLaw,www.chambers.com/law-firm/shemanolaw-usa-5:23064306,California,David B Shemano,Bankruptcy/Restructuring,www.chambers.com/lawyer/david-b-shemano-usa-5:322393,Band 4,USA
"KTBS Law LLP f/k/a Klee, Tuchin, Bogdanoff & Stern LLP",www.chambers.com/law-firm/ktbs-law-llp-f-k-a-klee-tuchin-bogdanoff-stern-llp-usa-5:69392,California,David Fidler,Bankruptcy/Restructuring,www.chambers.com/lawyer/david-fidler-usa-5:284933,Band 4,USA
"Levene, Neale, Bender, Yoo & Brill LLP",www.chambers.com/law-firm/levene-neale-bender-yoo-brill-llp-usa-5:117247,California,David L Neale,Bankruptcy/Restructuring,www.chambers.com/lawyer/david-l-neale-usa-5:318268,Band 4,USA
"KTBS Law LLP f/k/a Klee, Tuchin, Bogdanoff & Stern LLP",www.chambers.com/law-firm/ktbs-law-llp-f-k-a-klee-tuchin-bogdanoff-stern-llp-usa-5:69392,California,David M Stern,Bankruptcy/Restructuring,www.chambers.com/lawyer/david-m-stern-usa-5:491190,Band 4,USA
Hogan Lovells US LLP,www.chambers.com/law-firm/hogan-lovells-us-llp-usa-5:257,California,David Simonds,Bankruptcy/Restructuring,www.chambers.com/lawyer/david-simonds-usa-5:490993,Band 4,USA
Pachulski Stang Ziehl & Jones LLP,www.chambers.com/law-firm/pachulski-stang-ziehl-jones-llp-usa-5:69463,California,Ira D Kharasch,Bankruptcy/Restructuring,www.chambers.com/lawyer/ira-d-kharasch-usa-5:176263,Band 4,USA
Keller Benvenutti Kim LLP,www.chambers.com/law-firm/keller-benvenutti-kim-llp-usa-5:22811338,California,Jane Kim,Bankruptcy/Restructuring,www.chambers.com/lawyer/jane-kim-usa-5:25388109,Band 4,USA
"Sheppard, Mullin, Richter & Hampton LLP",www.chambers.com/law-firm/sheppard-mullin-richter-hampton-llp-usa-5:2839,California,Jennifer L Nassiri,Bankruptcy/Restructuring,www.chambers.com/lawyer/jennifer-l-nassiri-usa-5:865832,Band 4,USA
Loeb & Loeb LLP,www.chambers.com/law-firm/loeb-loeb-llp-usa-5:3638,California,Marc S Cohen,Bankruptcy/Restructuring,www.chambers.com/lawyer/marc-s-cohen-usa-5:280304,Band 4,USA
Felderstein Fitzgerald Willoughby & Pascuzzi LLP,www.chambers.com/law-firm/felderstein-fitzgerald-willoughby-pascuzzi-llp-usa-5:217873,California,Paul Pascuzzi,Bankruptcy/Restructuring,www.chambers.com/lawyer/paul-pascuzzi-usa-5:864353,Band 4,USA
Sklar Kirsh LLP,www.chambers.com/law-firm/sklar-kirsh-llp-usa-5:22811392,California,Robbin Itkin,Bankruptcy/Restructuring,www.chambers.com/lawyer/robbin-itkin-usa-5:25387213,Band 4,USA
Faegre Drinker,www.chambers.com/law-firm/faegre-drinker-usa-5:3587,California,Scott F Gautier,Bankruptcy/Restructuring,www.chambers.com/lawyer/scott-f-gautier-usa-5:318019,Band 4,USA
"Munger, Tolles & Olson LLP",www.chambers.com/law-firm/munger-tolles-olson-llp-usa-5:3535,California,Seth Goldman,Bankruptcy/Restructuring,www.chambers.com/lawyer/seth-goldman-usa-5:1499360,Band 4,USA
Bryan Cave Leighton Paisner LLP,www.chambers.com/law-firm/bryan-cave-leighton-paisner-llp-usa-5:27,California,Sharon Z. Weiss,Bankruptcy/Restructuring,www.chambers.com/lawyer/sharon-z-weiss-usa-5:867486,Band 4,USA
Theodora Oringher PC,www.chambers.com/law-firm/theodora-oringher-pc-usa-5:351758,California,William N Lobel,Bankruptcy/Restructuring,www.chambers.com/lawyer/william-n-lobel-usa-5:158165,Band 4,USA
Dentons,www.chambers.com/law-firm/dentons-usa-5:111,California,Tania Moyron,Bankruptcy/Restructuring,www.chambers.com/lawyer/tania-moyron-usa-5:25933123,Up and Coming,USA
Hogan Lovells US LLP,www.chambers.com/law-firm/hogan-lovells-us-llp-usa-5:257,California,Erin Brady,Bankruptcy/Restructuring,www.chambers.com/lawyer/erin-brady-usa-5:692947,Up and Coming,USA
O'Melveny & Myers LLP,www.chambers.com/law-firm/omelveny-myers-llp-usa-5:3691,California,Jennifer Taylor,Bankruptcy/Restructuring,www.chambers.com/lawyer/jennifer-taylor-usa-5:876141,Up and Coming,USA
Wilson Sonsini Goodrich & Rosati,www.chambers.com/law-firm/wilson-sonsini-goodrich-rosati-usa-5:3676,California,Larry W Sonsini,Capital Markets: Debt & Equity,www.chambers.com/lawyer/larry-w-sonsini-usa-5:33858,Senior Statespeople,USA
Davis Polk & Wardwell LLP,www.chambers.com/law-firm/davis-polk-wardwell-llp-usa-5:3833,California,Alan Denenberg,Capital Markets: Debt & Equity,www.chambers.com/lawyer/alan-denenberg-usa-5:179747,Band 1,USA
"Skadden, Arps, Slate, Meagher & Flom LLP & Affiliates",www.chambers.com/law-firm/skadden-arps-slate-meagher-flom-llp-affiliates-usa-5:3656,California,Gregg A Noel,Capital Markets: Debt & Equity,www.chambers.com/lawyer/gregg-a-noel-usa-5:281466,Band 1,USA
Cooley LLP,www.chambers.com/law-firm/cooley-llp-usa-5:3562,California,Charlie Kim,Capital Markets: Debt & Equity,www.chambers.com/lawyer/charlie-kim-usa-5:731670,Band 1,USA
Cooley LLP,www.chambers.com/law-firm/cooley-llp-usa-5:3562,California,Eric Jensen,Capital Markets: Debt & Equity,www.chambers.com/lawyer/eric-jensen-usa-5:282897,Band 1,USA
Freshfields Bruckhaus Deringer,www.chambers.com/law-firm/freshfields-bruckhaus-deringer-usa-5:147,California,Sarah K Solum,Capital Markets: Debt & Equity,www.chambers.com/lawyer/sarah-k-solum-usa-5:603100,Band 1,USA
Simpson Thacher & Bartlett LLP,www.chambers.com/law-firm/simpson-thacher-bartlett-llp-usa-5:3655,California,Dan Webb,Capital Markets: Debt & Equity,www.chambers.com/lawyer/dan-webb-usa-5:1171671,Band 2,USA
Latham & Watkins LLP,www.chambers.com/law-firm/latham-watkins-llp-usa-5:3689,California,Richard A Kline,Capital Markets: Debt & Equity,www.chambers.com/lawyer/richard-a-kline-usa-5:929076,Band 2,USA
Latham & Watkins LLP,www.chambers.com/law-firm/latham-watkins-llp-usa-5:3689,California,Shayne Kennedy,Capital Markets: Debt & Equity,www.chambers.com/lawyer/shayne-kennedy-usa-5:612824,Band 2,USA
Latham & Watkins LLP,www.chambers.com/law-firm/latham-watkins-llp-usa-5:3689,California,Steven B Stokdyk,Capital Markets: Debt & Equity,www.chambers.com/lawyer/steven-b-stokdyk-usa-5:284907,Band 2,USA
